tenderid,tenderrefno,title,description,groupid,procurement_amount_pacamt,tendercurrency,bidcurrency,createdate_iso,updatedate_iso,publishdate_iso,issuing_authority_name,issuing_authority_designation,issuing_organization_name,issuing_organization_code,issuing_address,issuing_email,issuing_contact_no,approving_authority_name,approving_authority_designation,approving_organization_name,approving_organization_code,emd_amount,tender_fee_amount,tender_processing_fee_amount
21179,04/2021-22 GR02,NAGAR PARISHAD WARD 03 ME ASFAK KHAN KE GHAR SE SHREE RAM SINGH KE GHAR TAK AVM TRANSFORMER MANJAR KHAN KE GHAR SE MD SALIM ANSARI KE GHAR HOTE HUE PAIN TAK NALI TATHA PCC PATH NIORMAN KARYA,NAGAR PARISHAD WARD 03 ME ASFAK KHAN KE GHAR SE SHREE RAM SINGH KE GHAR TAK AVM TRANSFORMER MANJAR KHAN KE GHAR SE MD SALIM ANSARI KE GHAR HOTE HUE PAIN TAK NALI TATHA PCC PATH NIORMAN KARYA,2462,1504300.0,INR,INR,2022-04-24T10:05:15.391000+00:00,2022-07-16T10:08:13+00:00,2022-04-24T10:11:32+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,30100,5000,590
21180,04/2021-22 GR03,NAGAR PARISHAD WARD 04 ME NIFIKIR KE GALI SE AVM KAISH KHAN KE GALI KALIM KHAN KE GALI TEJMUL KE GALI NESAT KE GALI SEJAJUDDIN KE GALI NALA AVM SLAB KARYA PADAV KE GATE SE ISTEKHAR AHMED KE GHAR HOTE HUE ASLAM KHAN KE GHAR TAK MITTI BHARAI INTT SOLING PCC NIRMAN KARYA AVM MERAJ KHAN KE GHAR MUJIBU RAHMAN KE GHAR TAK MITTI BHARAI PCC NIRMAN KARYA,NAGAR PARISHAD WARD 04 ME NIFIKIR KE GALI SE AVM KAISH KHAN KE GALI KALIM KHAN KE GALI TEJMUL KE GALI NESAT KE GALI SEJAJUDDIN KE GALI NALA AVM SLAB KARYA PADAV KE GATE SE ISTEKHAR AHMED KE GHAR HOTE HUE ASLAM KHAN KE GHAR TAK MITTI BHARAI INTT SOLING PCC NIRMAN KARYA AVM MERAJ KHAN KE GHAR MUJIBU RAHMAN KE GHAR TAK MITTI BHARAI PCC NIRMAN KARYA,2462,1575800.0,INR,INR,2022-04-24T10:13:29.449000+00:00,2022-07-16T10:04:04+00:00,2022-04-24T10:17:48+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,31600,5000,590
21181,04/2021-22 GR04,NAGAR PARISHAD WARD 04 ME MASJID SE NEJAZ KHAN KE GHAR PUHUL KHAN SABIR KE GALI SE NASIM KHAN KE GHAR TAK MITTI BHARAI AVM PCC PATH AVM NAZIR ANSARI KE GHAR SE MUNNA ANSARI KE GHAR TAK PCC PATH NIRMAN KARYA,NAGAR PARISHAD WARD 04 ME MASJID SE NEJAZ KHAN KE GHAR PUHUL KHAN SABIR KE GALI SE NASIM KHAN KE GHAR TAK MITTI BHARAI AVM PCC PATH AVM NAZIR ANSARI KE GHAR SE MUNNA ANSARI KE GHAR TAK PCC PATH NIRMAN KARYA,2462,1961800.0,INR,INR,2022-04-24T10:20:43.684000+00:00,2022-07-16T09:58:37+00:00,2022-04-24T10:25:17+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,38500,5000,590
21182,04/2021-22 GR05,NAGAR PARISHAD WARD 05 ME MAIN ROAD HASIB KHAN KE GHAR SE HOTE HUE KABRISTAN TAK AVM JAINUDDIN KE GHAR AVM MANJUR ALAM KE GHAR KE CHARO TARAF PCC NIRMAN AVM ISTAAF KHAN KE GHAR SE MAIN NALA TAK PCC AVM NALI NIRMAN KARYA,NAGAR PARISHAD WARD 05 ME MAIN ROAD HASIB KHAN KE GHAR SE HOTE HUE KABRISTAN TAK AVM JAINUDDIN KE GHAR AVM MANJUR ALAM KE GHAR KE CHARO TARAF PCC NIRMAN AVM ISTAAF KHAN KE GHAR SE MAIN NALA TAK PCC AVM NALI NIRMAN KARYA,2462,1685200.0,INR,INR,2022-04-24T10:25:44.115000+00:00,2022-07-16T09:54:30+00:00,2022-04-24T10:28:45+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,33000,5000,590
21183,04/2021-22 GR06,NAGAR PARISHAD WARD 06 ME HASNAN KHAN KE GHAR SE KABRISTAN GATE TAK NALA AVM ROAD NIRMAN KARYA,NAGAR PARISHAD WARD 06 ME HASNAN KHAN KE GHAR SE KABRISTAN GATE TAK NALA AVM ROAD NIRMAN KARYA,2462,1571300.0,INR,INR,2022-04-24T10:29:17.838000+00:00,2022-07-16T09:49:50+00:00,2022-04-24T10:32:32+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,31500,5000,590
21184,04/2021-22 GR07,NAGAR PARISHAD WARD 07 ME THOS APSIST PRABANDAN KE KRIYAWAYAN KE ANTARGAT SAIFAN KE PASS STITH KUDA DUMP KE PURVI TATHA DAKSHINI BHAG ME CHAR DIWARI TATHA GATE KA NIRMAN KARYA,NAGAR PARISHAD WARD 07 ME THOS APSIST PRABANDAN KE KRIYAWAYAN KE ANTARGAT SAIFAN KE PASS STITH KUDA DUMP KE PURVI TATHA DAKSHINI BHAG ME CHAR DIWARI TATHA GATE KA NIRMAN KARYA,2462,1545200.0,INR,INR,2022-04-24T10:32:53.394000+00:00,2022-07-16T08:02:12+00:00,2022-04-24T10:35:54+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,31000,5000,590
21185,04/2021-22 GR08,NAGAR PARISHAD WARD 07 ME BHANDARI SINGH KE GHAR SE SHARDANAND SINGH KE GHAR HOTE HUE MANJUR ALAM KE GHAR TAK MANERUDDIN KE GHAR SE RAS BIHARI YADAV KE GHAR TAK SHAH MD KE GHAR SE HAIDAR ALI KE GHAR TAK NALI AVM PATH NIRMAN KARYA,NAGAR PARISHAD WARD 07 ME BHANDARI SINGH KE GHAR SE SHARDANAND SINGH KE GHAR HOTE HUE MANJUR ALAM KE GHAR TAK MANERUDDIN KE GHAR SE RAS BIHARI YADAV KE GHAR TAK SHAH MD KE GHAR SE HAIDAR ALI KE GHAR TAK NALI AVM PATH NIRMAN KARYA,2462,2216500.0,INR,INR,2022-04-24T10:36:20.738000+00:00,2022-07-16T07:59:11+00:00,2022-04-24T10:39:50+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,31000,5000,590
21186,04/2021-22 GR09,NAGAR PARISHAD WARD 08 ME LAL NARAYAN KE GHAR SE KAMLESH UPADHAY KE GHAR HOTE HUE SETH SAH KE GHAR TAK NALA UDAHI NALA MARAMATTI TATHA SLAB NIRMAN KARYA,NAGAR PARISHAD WARD 08 ME LAL NARAYAN KE GHAR SE KAMLESH UPADHAY KE GHAR HOTE HUE SETH SAH KE GHAR TAK NALA UDAHI NALA MARAMATTI TATHA SLAB NIRMAN KARYA,2462,1542700.0,INR,INR,2022-04-24T10:42:41.939000+00:00,2022-07-16T07:55:06+00:00,2022-04-24T10:46:11+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,30900,5000,590
21187,04/2021-22 GR10,NAGAR PARISHAD WARD 10 ME PARMATMA PANDEY KE GHAR SE PATAR PANDEY KE GHAR HOTE HUE VIJAY RAI AAHAR KE GHAR TAK NALI AVM SLAB TATHA INTT SOLING TATHA PCC NIRMAN KARYA,NAGAR PARISHAD WARD 10 ME PARMATMA PANDEY KE GHAR SE PATAR PANDEY KE GHAR HOTE HUE VIJAY RAI AAHAR KE GHAR TAK NALI AVM SLAB TATHA INTT SOLING TATHA PCC NIRMAN KARYA,2462,1792200.0,INR,INR,2022-04-24T11:07:02.837000+00:00,2022-07-16T07:48:41+00:00,2022-04-24T11:10:08+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,35900,5000,590
21188,04/2021-22 GR11,NAGAR PARISHAD WARD 12 ME SASARAM ROAD SE CHANDRA SINGH KE GHAR KE AAGE TAK NALA AVM ROAD NIRMAN KARYA,NAGAR PARISHAD WARD 12 ME SASARAM ROAD SE CHANDRA SINGH KE GHAR KE AAGE TAK NALA AVM ROAD NIRMAN KARYA,2462,2029100.0,INR,INR,2022-04-24T11:10:28.440000+00:00,2022-07-16T07:44:45+00:00,2022-04-24T11:16:37+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,40600,5000,590
21189,04/2021-22 GR12,NAGAR PARISHAD WARD 12 ME KARAHA PAR ASHITH PULIA KE AAGE SE ARA SASARAM ROAD TAK PATH AVM NALI NIRMAN KARYA,NAGAR PARISHAD WARD 12 ME KARAHA PAR ASHITH PULIA KE AAGE SE ARA SASARAM ROAD TAK PATH AVM NALI NIRMAN KARYA,2462,3011000.0,INR,INR,2022-04-24T11:17:14.147000+00:00,2022-07-16T07:39:35+00:00,2022-04-24T11:21:10+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,60300,5000,590
21190,04/2021-22 GR13,NAGAR PARISHAD WARD 14 ME SURENDRA PANDEY KE GHAR SE JALALU DARZI KE GHAR TAK PCC PATH AVM RCC NALI NIRMAN KARYA,NAGAR PARISHAD WARD 14 ME SURENDRA PANDEY KE GHAR SE JALALU DARZI KE GHAR TAK PCC PATH AVM RCC NALI NIRMAN KARYA,2462,1585600.0,INR,INR,2022-04-24T11:21:59.247000+00:00,2022-07-16T07:34:01+00:00,2022-04-24T11:25:32+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,31800,5000,590
21193,04/2021-22 GR14,NAGAR PARISHAD WARD 15 ME JALALU DARZI KE GHAR SE MAHASUD RAYIN KE GHAR HOTE HUE FAUDARI KYHAN KE GHAR KE AAGE PAINU KHAN KE GHAR TAK RCC NALI NIRMAN KARYA,NAGAR PARISHAD WARD 15 ME JALALU DARZI KE GHAR SE MAHASUD RAYIN KE GHAR HOTE HUE FAUDARI KYHAN KE GHAR KE AAGE PAINU KHAN KE GHAR TAK RCC NALI NIRMAN KARYA,2462,1917300.0,INR,INR,2022-04-24T13:43:47.470000+00:00,2022-07-16T07:28:50+00:00,2022-04-24T13:46:35+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,38400,5000,590
21194,04/2021-22 GR15,NAGAR PARISHAD WARD 16 ME PAPPU KHAN KE GHAR SE NAZIR KHAN KE GHAR HOTE HUE AKHTAR KHAN KE GHAR TAK IMELAJ KHAN KE GHAR SE ABUDDIN KHAN KE GHAR PAHALWAN KE GHAR TAK NAZIR GHAR HOTE HUE SALHU MANSURI KE GHAR TAK ROAD AVM NALA NIRMAN KARYA,NAGAR PARISHAD WARD 16 ME PAPPU KHAN KE GHAR SE NAZIR KHAN KE GHAR HOTE HUE AKHTAR KHAN KE GHAR TAK IMELAJ KHAN KE GHAR SE ABUDDIN KHAN KE GHAR PAHALWAN KE GHAR TAK NAZIR GHAR HOTE HUE SALHU MANSURI KE GHAR TAK ROAD AVM NALA NIRMAN KARYA,2462,1820300.0,INR,INR,2022-04-24T13:47:15.772000+00:00,2022-07-16T07:23:33+00:00,2022-04-24T13:50:26+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,38400,5000,590
21195,04/2021-22 GR16,NAGAR PARISHAD WARD 17 ME BALUA TOLA MUKHYA PATH SE PCC JAHANGIR KE GHAR TAK INTT SOLING TATHA PCC NIRMAN KARYA AVM LT RAM BACHHAN SE SHREE NATH RAM KE GHAR TAK NALA AVM SLAB NIRMAN KARYA,NAGAR PARISHAD WARD 17 ME BALUA TOLA MUKHYA PATH SE PCC JAHANGIR KE GHAR TAK INTT SOLING TATHA PCC NIRMAN KARYA AVM LT RAM BACHHAN SE SHREE NATH RAM KE GHAR TAK NALA AVM SLAB NIRMAN KARYA,2462,1678100.0,INR,INR,2022-04-24T13:50:44.275000+00:00,2022-07-16T07:17:47+00:00,2022-04-24T13:53:44+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,33600,5000,590
21196,04/2021-22 GR17,NAGAR PARISHAD WARD 01 ME MUKHYA SADAK SE HIRALAL SINGH KE DALAN TAK ROAD KE DONO TARAF PAVER BLOCK AVM NALI NIRMAN KARYA,NAGAR PARISHAD WARD 01 ME MUKHYA SADAK SE HIRALAL SINGH KE DALAN TAK ROAD KE DONO TARAF PAVER BLOCK AVM NALI NIRMAN KARYA,2462,350000.0,INR,INR,2022-04-24T13:54:05.398000+00:00,2022-07-16T07:12:24+00:00,2022-04-24T13:56:52+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,7000,500,590
21197,04/2021-22 GR18,NAGAR PARISHAD WARD 01 ME VIKAS SINGH KE GHAR SE RAMAYAN MANDAL KE GHAR HOTE HUE SHIV DAYAL SINGH KE GHAR SE NAND JEE SINGH KE GHAR TAK AVM SHIV DAYAL KE GHAR KE BAGAL BASSWARI TAK NALI SLAB TATHA PATH ME PAVER BLOCK BICHAV KARYA PURNAVASHI PASWAN KE GHAR SE KRISHNA SHARMA KE GHAR HOTE HUE SANJAY SHAH KE GHAR AVM MOTIJAN KI GALI ME PATH ME PAVER BLOCK BICHAV KARYA,NAGAR PARISHAD WARD 01 ME VIKAS SINGH KE GHAR SE RAMAYAN MANDAL KE GHAR HOTE HUE SHIV DAYAL SINGH KE GHAR SE NAND JEE SINGH KE GHAR TAK AVM SHIV DAYAL KE GHAR KE BAGAL BASSWARI TAK NALI SLAB TATHA PATH ME PAVER BLOCK BICHAV KARYA PURNAVASHI PASWAN KE GHAR SE KRISHNA SHARMA KE GHAR HOTE HUE SANJAY SHAH KE GHAR AVM MOTIJAN KI GALI ME PATH ME PAVER BLOCK BICHAV KARYA,2462,698000.0,INR,INR,2022-04-24T13:57:15.572000+00:00,2022-07-16T07:08:21+00:00,2022-04-24T14:00:10+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,14000,750,590
21198,04/2021-22 GR19,NAGAR PARISHAD WARD 10 ME BINDESHWARI SINGH KE GHAR SE KAMESHWAR SINGH KE GHAR HOTE HUE BHORIK PRASAD KE GHAR TAK RAJ NARAYAN KE GHAR SE BINDESHWARI SINGH KE GHAR TAK NALI TATHA PAVER BLOCK BICHAV KARYA,NAGAR PARISHAD WARD 10 ME BINDESHWARI SINGH KE GHAR SE KAMESHWAR SINGH KE GHAR HOTE HUE BHORIK PRASAD KE GHAR TAK RAJ NARAYAN KE GHAR SE BINDESHWARI SINGH KE GHAR TAK NALI TATHA PAVER BLOCK BICHAV KARYA,2462,481700.0,INR,INR,2022-04-24T14:00:30.335000+00:00,2022-07-16T07:02:57+00:00,2022-04-24T14:04:05+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,10000,500,590
21199,04/2021-22 GR20,NAGAR PARISHAD WARD 01 ME SUNIL KE GHAR SE ASHOK KE GHAR TAK NALI NIRMAN KARYA,NAGAR PARISHAD WARD 01 ME SUNIL KE GHAR SE ASHOK KE GHAR TAK NALI NIRMAN KARYA,2462,1397900.0,INR,INR,2022-04-24T14:04:22.679000+00:00,2022-07-16T06:57:55+00:00,2022-04-24T14:07:49+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,28000,2500,590
21200,04/2021-22 GR21,NAGAR PARISHAD WARD 02 ME MUKESH SAH KE GHAR SE ABHAY PANDEY KE GHAR TAK AVM SHYAM BIHARI TIWARY KE GHAR SE MUKESH PANDEY KE GHAR HOTE HUE KAMLA SAH KE GHAR TAK PATH ME PAVER BLOCK NIRMAN KARYA,NAGAR PARISHAD WARD 02 ME MUKESH SAH KE GHAR SE ABHAY PANDEY KE GHAR TAK AVM SHYAM BIHARI TIWARY KE GHAR SE MUKESH PANDEY KE GHAR HOTE HUE KAMLA SAH KE GHAR TAK PATH ME PAVER BLOCK NIRMAN KARYA,2462,1051900.0,INR,INR,2022-04-24T14:08:09.772000+00:00,2022-07-16T06:50:02+00:00,2022-04-24T14:11:33+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,21500,2500,590
21201,04/2021-22 GR22,NAGAR PARISHAD WARD 05 ME MADRASA SE MAHTAB KHAN KE GHAR TAK AVM SHAUKAT KE GHAR SE HEJARU KHAN KE GHAR HOTE HUE PAINUL KHAN KE GHAR SE MAIN NALA TAK PCC PATH AVM NALA NIRMAN KARYA,NAGAR PARISHAD WARD 05 ME MADRASA SE MAHTAB KHAN KE GHAR TAK AVM SHAUKAT KE GHAR SE HEJARU KHAN KE GHAR HOTE HUE PAINUL KHAN KE GHAR SE MAIN NALA TAK PCC PATH AVM NALA NIRMAN KARYA,2462,1213400.0,INR,INR,2022-04-24T14:11:48.470000+00:00,2022-07-16T06:45:23+00:00,2022-04-24T14:14:26+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,24300,2500,590
21202,04/2021-22 GR23,NAGAR PARISHAD WARD 06 ME JABUL TARIK KE GHAR SE KHALIK KHAN KE GHAR HOTE HUE ASLAM KHAN KE GHAR TAK PATH KA PCC NIRMAN KARYA,NAGAR PARISHAD WARD 06 ME JABUL TARIK KE GHAR SE KHALIK KHAN KE GHAR HOTE HUE ASLAM KHAN KE GHAR TAK PATH KA PCC NIRMAN KARYA,2462,1300700.0,INR,INR,2022-04-24T14:14:51.650000+00:00,2022-07-16T06:35:55+00:00,2022-04-24T14:19:49+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,26500,2500,590
21203,04/2021-22 GR24,NAGAR PARISHAD WARD 06 ME ADAM MANJURI KE GHAR SE PANDEY KE GHAR TAK RCC PUL AVM PCC ROAD NIRMAN KARYA AVM ADAM MANSURI KE GHAR SE PANDEY KE GHAR TAK PCC ROAD NIRMAN KARYA,NAGAR PARISHAD WARD 06 ME ADAM MANJURI KE GHAR SE PANDEY KE GHAR TAK RCC PUL AVM PCC ROAD NIRMAN KARYA AVM ADAM MANSURI KE GHAR SE PANDEY KE GHAR TAK PCC ROAD NIRMAN KARYA,2462,1027600.0,INR,INR,2022-04-24T14:20:05.568000+00:00,2022-07-16T06:31:28+00:00,2022-04-24T14:23:02+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,20600,2500,590
21204,04/2021-22 GR25,NAGAR PARISHAD WARD 07 ME NAND KISHORE KE GHAR SE HARENDRA KE CHARAN HOTE HUE NAND JEE KE DALAN TAK MITTI BHARAI NALI TATHA PATH NIRMAN KARYA,NAGAR PARISHAD WARD 07 ME NAND KISHORE KE GHAR SE HARENDRA KE CHARAN HOTE HUE NAND JEE KE DALAN TAK MITTI BHARAI NALI TATHA PATH NIRMAN KARYA,2462,658000.0,INR,INR,2022-04-24T14:42:53.853000+00:00,2022-07-16T05:52:54+00:00,2022-04-24T14:46:26+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,13200,1250,590
21205,04/2021-22 GR26,NAGAR PARISHAD WARD 07 ME LAL MOHAN KE GHAR SE AMAWAS KE GHAR TAK CHINTA MANI KE GHAR SE SHIV JEE SHAH KE GHAR TAK TATHA CHOTAK INTER SE GANDHI SINGH KE DALAN TAK MIKTTI BHARAI NALI TATHA PCC SADAK NIRMAN KARYA,NAGAR PARISHAD WARD 07 ME LAL MOHAN KE GHAR SE AMAWAS KE GHAR TAK CHINTA MANI KE GHAR SE SHIV JEE SHAH KE GHAR TAK TATHA CHOTAK INTER SE GANDHI SINGH KE DALAN TAK MIKTTI BHARAI NALI TATHA PCC SADAK NIRMAN KARYA,2462,870900.0,INR,INR,2022-04-24T14:52:12.455000+00:00,2022-07-16T05:47:54+00:00,2022-04-24T14:56:49+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,17500,1250,590
21206,04/2021-22 GR27,NAGAR PARISHAD WARD 07 ME THOS APSIST PRABANDAN KE KRIYAWAYAN KE ANTARGAT SAIFAN KE PASS STITH KUDA DUMP KE PURVI TATHA UTTAR BHAG ME CHAR DIWARI TATHA GATE KA NIRMAN KARYA,NAGAR PARISHAD WARD 07 ME THOS APSIST PRABANDAN KE KRIYAWAYAN KE ANTARGAT SAIFAN KE PASS STITH KUDA DUMP KE PURVI TATHA UTTAR BHAG ME CHAR DIWARI TATHA GATE KA NIRMAN KARYA,2462,1163400.0,INR,INR,2022-04-24T14:57:04.325000+00:00,2022-07-16T05:44:10+00:00,2022-04-24T15:00:06+00:00,EXECUTIVE OFFICER PIRO,EO,NAGAR PANCHAYAT PIRO,NPP,PIRO,aninou007@gmail.com,7011092006,EO NAGAR PARISHAD PIRO,EXECUTIVE OFFICER PIRO NAGAR,NAGAR PARISHAD PIRO,NPP,23300,2500,590
21235,05/BCD/SAMASTIPUR/2022-23,Construction of the  Sub Registry Office at Rosera in the Samastipur  District.,Construction of the  Sub Registry Office at Rosera in the Samastipur  District.,2462,19410639.0,INR,INR,2022-04-25T06:18:37.242000+00:00,2022-05-19T12:31:27+00:00,2022-04-25T06:30:40+00:00,"Executive Engineer, BUILDING DIVISION SAMASTIPUR",EE,Executive Engineer,"EE,  BUILDING DIVISION SAMASTIPUR","EE,  BUILDING DIVISION SAMASTIPUR, BCD SAMASTIPUR, BIHAR",ee.samastipur.bcd@gmail.com,9431417784,"Superintending Engineer, BUILDING CIRCLE DARBHANGA",SE,Superintending Engineer,"SE, BUILDING CIRCLE DARBHANGA",388400,10000,3540
21236,NIT-01/2022-23/GR01,"Supply & Installation 04 Clock Chouk Tower Gaya and Maintains 03 Year under Gaya Municipal Corporation, Gaya","Supply & Installation 04 Clock Chouk Tower Gaya and Maintains 03 Year under Gaya Municipal Corporation, Gaya",2483,0.0,INR,INR,2022-04-25T06:32:49.910000+00:00,2022-06-06T06:22:40+00:00,2022-04-25T07:47:53+00:00,Santosh Kumar,MUNICIPAL COMMISSIONER GAYA,GAYA MUNICIPAL CORPORAITON,GYAPLA014,"OFFICE GAYA MUNICIPAL CORPORATION, GAYA",mc.gayamc@gmail.com,8544144311,Santosh Kumar,MUNICIPAL COMMISSIONER GAYA,GAYA MUNICIPAL CORPORAITON,GYAPLA014,28000,1250,590
21237,NPR-NIT-01/2022-23/GR-01,Construction of Vending Zone in Pethiya Bazar in Ward No-12 At Revelganj Nagar Panchayt Saran Distt.,Construction of Vending Zone in Pethiya Bazar in Ward No-12 At Revelganj Nagar Panchayt Saran Distt.,2462,2091062.0,INR,INR,2022-04-25T08:49:33.280000+00:00,2022-12-16T10:37:18+00:00,2022-04-25T10:58:59+00:00,RAUSHAN KUMAR RAUSHAN,EXECUTIVE OFFICER,NAGAR PANCHAYAT NAUBATPUR,NP,NAGAR PANCHAYAT NAUBATPUR,nagarpanchayat.nbt@gmail.com,7250103180,"EXECUTIVE OFFICER ,(RIVILGANJ)",EO,NAGAR PANCHAYAT RIVILGANJ,NPR,41900,5000,590
